module_temperature,irradiance,power,panel_age,maintenance_count,soiling_ratio,humidity,error_code_E00,error_code_E01,error_code_E02,error_code_Unknown,efficiency
-1.3556754832497357,0.4355694999969114,1.5807665246562423,1.4503400077840656,0.06347166952035438,0.6238573793735448,-0.3048991526932559,False,False,False,True,0.5620962484626834
-0.19081000096557096,-0.9168618636175236,-1.1250250028663993,0.2461433010630888,2.2424691496690747,-1.3112167310528067,-1.6954675650319249,True,False,False,False,0.3964473900264667
2.346388066846137,1.07507238377807,0.43053723762802787,0.09897414094790026,-0.4812777005168257,0.8290511674884171,1.6109028260259137,False,False,False,True,0.6290092301017816
-1.9362508737359039,-1.8331502335121643,0.4558533408108953,1.3104083756759661,1.1529704095947146,-0.878606509607135,-0.784234795308345,True,False,False,False,0.3418737229225652
-0.8763120948133565,-1.1805645262533417,-0.7225464747448979,1.224289030419374,0.6082210395575345,1.578300416617098,1.2596604464495083,True,False,False,False,0.3761270807095945
-0.27684992506061806,0.2576760264135203,-1.2746083590845225,0.3149440308895279,0.06347166952035438,1.2731112035224093,1.4387110006817718,True,False,False,False,0.5371956997319551
2.444289943494929,-0.18895983397830018,0.397749728482867,-1.325818277645439,-0.4812777005168257,-1.016911227845932,-0.9732914615310054,False,True,False,False,0.4668498195546484
0.06935957916733282,0.11220297621341806,1.2468253480567781,-0.5410336347883843,2.2424691496690747,-0.08666633577162476,-0.053415474325685386,False,False,False,True,0.5386002931237533
0.46407818487407965,1.0135540178283293,-1.1253101188991872,1.1290658274364704,-0.4812777005168257,0.0625658383227562,-0.19512359249880787,True,False,False,False,0.6334682277048336
-1.4775471740074182,0.9113638837716298,-1.272767655010999,0.7550767795886083,0.06347166952035438,1.789499864832239,-0.6736657704140652,False,False,True,False,0.727633085564068
-1.8338073465063782,-1.6107801521734675,0.21138844224182213,-0.6346547078658654,0.06347166952035438,0.4992745339051794,-1.1738715055689337,False,False,True,False,0.5767748279026651
-0.7148055827561396,1.2628220067686728,-0.6900409727355215,-1.0882699999039018,-1.0260270705540058,1.1070936117855779,0.19529951200858567,False,True,False,False,0.7185858494891629
2.4008404191819954,0.5992975935306658,0.36353879179775556,-0.24877449040474228,0.06347166952035438,0.20845773548502164,-1.2944358817830302,False,True,False,False,0.5713421856915933
0.6522564498985318,-0.7351314924655264,-0.3295417549980699,-0.9216913189373037,0.6082210395575345,-0.4721221259228602,-0.5115570712729526,False,True,False,False,0.3956160914945159
0.744943668065263,0.49997130982919524,-0.8589452283447107,-0.5693744499900428,-1.0260270705540058,-1.5915017139279932,1.266996277975486,False,True,False,False,0.4673193940400645
-1.4274519976233755,-0.8352941363802638,-0.09738633739274552,1.0783468728706902,-0.4812777005168257,-0.6725291082543486,0.6268462656805804,True,False,False,False,0.4177083450507388
-0.10133614082529926,1.0126008964565703,0.8834894588310405,-1.1374917607010318,1.1529704095947146,1.3042786363423717,1.0664817795089567,False,False,True,False,0.6831759077962669
1.2309667347576725,0.07888780107444585,-1.1521432036486505,-0.8638923446706968,0.06347166952035438,0.9358300137645642,-0.9293488800758193,False,False,False,True,0.6328366468815717
-0.802772772968103,-0.05682435002375488,-0.8320994188061673,-0.8476260150308608,1.6977197796318946,-1.2219121775305386,0.2167269434457062,False,True,False,False,0.4440484444727947
-0.2838890327979439,-0.5557432331484743,-0.5051384246637753,1.4358067183195822,-0.4812777005168257,1.2343557881643308,-0.7209478372337536,False,False,True,False,0.4574192041082717
-0.9772690563395371,1.358669982823231,2.1560982634848957,-1.3770868835879684,-1.0260270705540058,0.5806927573093773,-0.16487440252564908,True,False,False,False,0.7413474708212217
0.9184480605268436,-0.02631709630462532,-0.9431213504604182,-0.14026558679335802,1.1529704095947146,-0.6276203807358354,0.3799715442011579,False,True,False,False,0.5363605756824481
0.4553473181784063,-0.3016893993156728,-0.7245432215276559,1.4946190511694992,0.06347166952035438,0.12069987868225728,-0.41547301308753365,False,True,False,False,0.5355628941886699
0.3423445019940033,-0.225057115642464,0.3848079310040665,1.2512639728850936,-0.4812777005168257,0.5337053135842954,0.10212344963167347,True,False,False,False,0.4453078026470518
1.1586544405929673,0.6644699465788572,-0.6374779456583042,0.5504345084823766,-0.4812777005168257,0.1864543747178599,0.3077890222150502,False,False,True,False,0.5611490294013026
0.12647058404200465,0.49664558103200873,-0.33889007750469335,0.6819181746580972,0.06347166952035438,1.2710961554479003,-1.294225676674666,False,False,True,False,0.6363256333988944
1.116533740594887,0.5442059722046237,0.33032911190874065,0.6941411843157876,1.6977197796318946,0.28442941724303,-1.6674353221295815,False,False,False,True,0.5581609885622102
-0.868633200730582,0.5623983469251677,0.5027957964500661,-1.3067970769501074,1.1529704095947146,0.06801168295112303,-1.4305024781244702,True,False,False,False,0.6348499374637249
-1.7031354940882955,-1.3562364932498931,1.3230687661360567,-1.7105747221759702,1.6977197796318946,-1.4289630302602614,1.694725654432027,False,False,True,False,0.5118678861908971
-0.8512274589335636,-0.38608670122909183,-0.6860720744509687,-0.03839056127311208,-0.4812777005168257,1.2036582204071284,-1.2329012271400073,False,True,False,False,0.4820611235424129
2.1729771123431494,-0.689350082122887,-0.35871723594253185,0.698911596896832,0.6082210395575345,-1.4289078681235583,-0.5125157392406379,False,True,False,False,0.3983914241872115
0.3191324393525834,0.7486211720915207,-0.74581899726768,-0.07744842516522192,-0.4812777005168257,0.688071989666623,-0.5818282946903386,False,False,True,False,0.6471381980815889
0.23701432939826755,1.2645630438776279,-0.5274277791304244,-1.7029046103805046,0.06347166952035438,-1.414936007322939,0.32899696075475726,False,False,False,True,0.6156168090017643
-0.585640887670772,0.014498218791385133,1.651386754825699,0.7035326778774813,-0.4812777005168257,-0.5272398984693808,-0.6693054557722334,True,False,False,False,0.4608732805957404
0.1260775997785494,-0.7001201286031826,-1.3029987900982436,1.0534569790248114,-1.570776440591186,-0.3819016040980396,-1.1050255576852563,False,False,False,True,0.4737328766259634
-0.3592710941972276,0.7834335164627585,0.5985069965622181,1.5101339377502268,1.6977197796318946,-0.851958967359935,-0.06641434792250636,False,False,False,True,0.5015322547318715
1.1270195896427697,0.6753773736023102,-0.9618176263416421,-0.11630863428641805,1.1529704095947146,1.2773028436767129,-0.3440468822855812,False,True,False,False,0.6001419821498469
0.39185125729513653,-0.5402347532321303,-0.9130657103501153,-0.3516748168473142,1.1529704095947146,-1.4735394332497822,-1.0426567658338446,False,True,False,False,0.4223111874074737
0.05900283514010604,0.3625966477549198,-0.4155191096578893,-0.2665435483409534,0.06347166952035438,-1.5820131123630798,-1.4360422797923087,False,True,False,False,0.4706671756179258
0.8029182687448576,0.2464573088523094,-0.048966024740467316,0.41561213725468943,0.06347166952035438,-0.14632162116489852,1.3997306228487592,False,False,False,True,0.4993542824047616
-1.0899625389200276,0.3490464718182284,-0.6530719391636101,0.8257862678728123,0.06347166952035438,1.1329397801471055,0.28843056641628756,False,False,False,True,0.6063794785974712
-2.0928442787929997,1.0055390090201066,2.3105113351592377,-0.34971162141210094,0.6082210395575345,0.24355551101755574,0.5979384797922397,False,False,True,False,0.7064957711817486
-0.18167338689602527,0.8119170971162855,-1.2241242597769748,-1.3621372326258512,0.06347166952035438,1.6952924952294437,-1.193685331149761,False,True,False,False,0.755691665621196
-1.382900175393081,0.19706827316044764,-1.2760075118495107,0.8088655188522256,0.06347166952035438,0.01888913719486276,1.6369998736638147,True,False,False,False,0.4910598558762898
-1.8912605337841875,0.41988215377388766,-0.14252180383616872,-0.2968606580342026,1.6977197796318946,0.6296703044283101,-0.560375940615905,True,False,False,False,0.6335565549174376
